Patterns,Target,Target_class
"Look at the data frame by col1, col2 and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"Sort the dataframe by col1, col2, and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"The dataframes are col1, col2 and col3","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"Find the dataframe by col1, col2 and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"Look at the dataframe by col1, col2 and col3","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"You can sort the data frame by col1, col2 and col3","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"The dataframe should be sorted by col1, col2, and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"Group the dataframe by col1, col2 and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"You can sort by col1, col2 and col3","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"The dataframe is sorted by col1, col2, and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"Pick out the data frame by col1, col2 and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
"You have to sort the dataframe by col1, col2 and col3.","df.sort_values(by=['col1', 'col2', 'col3'],inplace =True)",3
Drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column needs to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1 column,"df.drop(columns = 'col1',inplace = True)",4
Drop the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column can be dropped.,"df.drop(columns = 'col1',inplace = True)",4
It's time to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column has to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column needs to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column must be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column might be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column could be dropped.,"df.drop(columns = 'col1',inplace = True)",4
You should drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column shouldn't be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column may be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column should be removed.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column ought to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
It's a good idea to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
There is a col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col2 column.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's right.","df.drop(columns = 'col1',inplace = True)",4
Drop the column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column should be dropped,"df.drop(columns = 'col1',inplace = True)",4
Get rid of the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column needs to be dropped,"df.drop(columns = 'col1',inplace = True)",4
The col1 column needs to be removed.,"df.drop(columns = 'col1',inplace = True)",4
Remove the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 columns should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col 1 column,"df.drop(columns = 'col1',inplace = True)",4
"If you want to, drop the col1 column.","df.drop(columns = 'col1',inplace = True)",4
The col1 column is dropped.,"df.drop(columns = 'col1',inplace = True)",4
It's time to drop the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
You can drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column need to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column would be dropped.,"df.drop(columns = 'col1',inplace = True)",4
It would be better to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
It is time to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
Don't add the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
There's a col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column can be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column has to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column should not be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Go ahead and drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
A column called col1 should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
It's best to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, do it now.","df.drop(columns = 'col1',inplace = True)",4
It is a good idea to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
They should drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, it's in the col1 column.","df.drop(columns = 'col1',inplace = True)",4
The column called col1 should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Do you want to drop the col1 column?,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is expendable.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is not to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1 columns.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column may need to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
It was time to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column shouldn't be there.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, please do it.","df.drop(columns = 'col1',inplace = True)",4
The col1 column is going to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
A column called the col1 should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Don't use the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, do it.","df.drop(columns = 'col1',inplace = True)",4
The col-1 column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what I'm going to do.","df.drop(columns = 'col1',inplace = True)",4
The col2 column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Don't drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column must be dropped.,"df.drop(columns = 'col1',inplace = True)",4
It's a good idea to drop the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
"The col1, the column, should be dropped.","df.drop(columns = 'col1',inplace = True)",4
The col1 Column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, please do so.","df.drop(columns = 'col1',inplace = True)",4
Allow the col1 column to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column may have to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The column col1 should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what we're going to do.","df.drop(columns = 'col1',inplace = True)",4
The col1 column has been dropped.,"df.drop(columns = 'col1',inplace = True)",4
You should drop the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column should now be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column shouldn't be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column will be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Do not add the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
Let's drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
I would like to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
Don't include the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's it.","df.drop(columns = 'col1',inplace = True)",4
Drop the col1; it's in the column.,"df.drop(columns = 'col1',inplace = True)",4
You need to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column doesn't make sense.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1 column!,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column might be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is something that should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, please.","df.drop(columns = 'col1',inplace = True)",4
The col 1 column could be dropped.,"df.drop(columns = 'col1',inplace = True)",4
You have to drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"In the col1 column, drop it.","df.drop(columns = 'col1',inplace = True)",4
It's time to drop the col1 column,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column may be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, do so.","df.drop(columns = 'col1',inplace = True)",4
The col1 column is needed to drop it.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column should be removed.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is unnecessary.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is in danger of being dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col-1 column needs to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column isn't worth dropping.,"df.drop(columns = 'col1',inplace = True)",4
"The col1, a column, should be dropped.","df.drop(columns = 'col1',inplace = True)",4
"Drop the col 1 column, that's right.","df.drop(columns = 'col1',inplace = True)",4
The col1 column is the reason to drop it.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column ought to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, it's best to do it now.","df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, you have to.","df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, you have to do it.","df.drop(columns = 'col1',inplace = True)",4
Do not drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, it's in there.","df.drop(columns = 'col1',inplace = True)",4
The col1 column should be taken down.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1 column completely.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is a good place to drop it.,"df.drop(columns = 'col1',inplace = True)",4
We should drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
Cut the col1 column in half.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column shouldn't be moved.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is something to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col-1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is being dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1column needs to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
There is a col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is not worth dropping.,"df.drop(columns = 'col1',inplace = True)",4
Don't put the col1 column in it's place.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what it should be.","df.drop(columns = 'col1',inplace = True)",4
"If you want to, drop the col 1 column.","df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, it is in the col1 column.","df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, it's not worth it.","df.drop(columns = 'col1',inplace = True)",4
The col1 column is should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1 column now.,"df.drop(columns = 'col1',inplace = True)",4
You should remove the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, you should do it now.","df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, you should.","df.drop(columns = 'col1',inplace = True)",4
The col1 column is something to drop.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, you should do it.","df.drop(columns = 'col1',inplace = True)",4
The col 1 column needs to be removed.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column should be dumped.,"df.drop(columns = 'col1',inplace = True)",4
Take the col1 column out.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column should be drop.,"df.drop(columns = 'col1',inplace = True)",4
Dump the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is dropping.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column shouldn't be changed.,"df.drop(columns = 'col1',inplace = True)",4
The column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's all.","df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, please do.","df.drop(columns = 'col1',inplace = True)",4
Bring the col1 column down.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is necessary to drop it.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what.","df.drop(columns = 'col1',inplace = True)",4
Drop the col one column.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 columns should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
There's a column called col1 that should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
It would be better to drop the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what I'm about to do.","df.drop(columns = 'col1',inplace = True)",4
Take the col1 column off the table.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column is a problem.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1column.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what we're doing.","df.drop(columns = 'col1',inplace = True)",4
Let the col1 column go.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, it's in the col1 column","df.drop(columns = 'col1',inplace = True)",4
There is a column called col1 that should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Do not include the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what I want to do.","df.drop(columns = 'col1',inplace = True)",4
The col1 column cannot be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's for sure.","df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col 1 column, do it now.","df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's correct.","df.drop(columns = 'col1',inplace = True)",4
You must drop the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
A col1 column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col3 column.,"df.drop(columns = 'col1',inplace = True)",4
"If you drop the col1 column, you'll get rid of it.","df.drop(columns = 'col1',inplace = True)",4
The col1 column isn't needed.,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1 Column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column needs to be taken down.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1 column, that's what it's supposed to be.","df.drop(columns = 'col1',inplace = True)",4
It is time to drop the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
Drop the column called col1.,"df.drop(columns = 'col1',inplace = True)",4
Get rid of the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
This column should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, you should do so.","df.drop(columns = 'col1',inplace = True)",4
The col1 column was dropped.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column shouldn't be used.,"df.drop(columns = 'col1',inplace = True)",4
"Drop the col1, it's in the column.","df.drop(columns = 'col1',inplace = True)",4
The col1 should be dropped.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, please.","df.drop(columns = 'col1',inplace = True)",4
The col1 column has to be dropped,"df.drop(columns = 'col1',inplace = True)",4
It is a good idea to drop the col 1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col1 column doesn't need to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Fix the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
The col 1 column needs to be dropped,"df.drop(columns = 'col1',inplace = True)",4
Consider dropping the col1 column.,"df.drop(columns = 'col1',inplace = True)",4
"If you want to drop the col1 column, drop it.","df.drop(columns = 'col1',inplace = True)",4
The col 1 column should be dropped,"df.drop(columns = 'col1',inplace = True)",4
Drop the col1 column if you must.,"df.drop(columns = 'col1',inplace = True)",4
There's a column called col1 that needs to be dropped.,"df.drop(columns = 'col1',inplace = True)",4
Show me a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of col1 and col2?,"new_df=df.loc[:, ['col1','col2']]",5
I would like to see a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to see a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to see a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I need a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to know a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I want a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to see a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of col 1 and col 2?,"new_df=df.loc[:, ['col1','col2']]",5
I would like to see a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'm interested in seeing a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I need a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of cols 1 and 2?,"new_df=df.loc[:, ['col1','col2']]",5
I want to see a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to know a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like to know a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the names of the two cols.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Tell me a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
I want a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to know a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I'm looking for a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Give me a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to see a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Let me know the names of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like to see a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Let me know a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the names of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Come up with a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
I'm interested in seeing a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
There is a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to know a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me a list of the two cols.,"new_df=df.loc[:, ['col1','col2']]",5
I need a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would appreciate it if you could give me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Give me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like to know a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
I'd love to see a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'm looking for a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would love to see a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Give me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to see a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like to see a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the names of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Come up with a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know the names of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to see a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
I'd like a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would appreciate it if you could give me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would appreciate a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like to see a list of col 1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know the list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to see a list of col1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I need a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Send me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of col 1 and col2?,"new_df=df.loc[:, ['col1','col2']]",5
I need to see a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like to see a list of col1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Give me a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would be interested in seeing a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to see a list of col 1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the names of both cols.,"new_df=df.loc[:, ['col1','col2']]",5
I want to know a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
I would like a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I'm interested in seeing a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Let me know the list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Send me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
You should give me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would appreciate seeing a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd love to see a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the names of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Is there a list of col1 and col2?,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of col1 and col 2?,"new_df=df.loc[:, ['col1','col2']]",5
Tell me a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know the list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would be happy to see a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I want a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to see a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to know a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Tell me the names of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Please give me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
There is a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I want a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
I would love to see a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to see a list of col 1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Provide me with a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Send me a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
I need to know a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Let me know a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Please show me a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
Tell me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I would appreciate a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Tell me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the names of both col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know what col1 and col2 are.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to know a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Check out the list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know if you have a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'm interested in a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to see a list of col1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would like to know a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Tell me the names of the two cols.,"new_df=df.loc[:, ['col1','col2']]",5
Look at a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Please tell me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me the names of the two things.,"new_df=df.loc[:, ['col1','col2']]",5
Do you have a list of cols?,"new_df=df.loc[:, ['col1','col2']]",5
Show me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
A list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Provide me with a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me a list of cols,"new_df=df.loc[:, ['col1','col2']]",5
You should give me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I would appreciate having a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I want to know a list of col 1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
I'm interested in the list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me a list of the cols.,"new_df=df.loc[:, ['col1','col2']]",5
Come up with a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
I need to see a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
I'm looking for a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
Provide me with a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
I would appreciate it if you could give me a list of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
I want to know a list of col1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
What are the names of col1 and col2?,"new_df=df.loc[:, ['col1','col2']]",5
I would be interested in seeing a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Send me a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Tell me the names of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Please give me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know the names of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know the names of col1 and col2,"new_df=df.loc[:, ['col1','col2']]",5
I would be happy to see a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
You can show me a list of cols.,"new_df=df.loc[:, ['col1','col2']]",5
I am interested in seeing a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Show me what col1 and col2 are.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know if you have a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
Please tell me a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
Please tell me a list of col 1 and col 2.,"new_df=df.loc[:, ['col1','col2']]",5
The list of col1 and col2 should be shown to me.,"new_df=df.loc[:, ['col1','col2']]",5
Check out a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Let me know a list of cols 1.,"new_df=df.loc[:, ['col1','col2']]",5
I'd like to know a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
I need a list of col 1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Do you know a list of col1 and col2.,"new_df=df.loc[:, ['col1','col2']]",5
Come up with a list of cols 1 and 2.,"new_df=df.loc[:, ['col1','col2']]",5
